id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,churn,promotion_last_5years,dept,salary,sat_level_cluster,last_eval_cluster,avg_month_hr_cluster,satisfaction_level^1xlast_evaluation^1,satisfaction_level^1xnumber_project^1,satisfaction_level^1xaverage_montly_hours^1,satisfaction_level^1xtime_spend_company^1,last_evaluation^1xnumber_project^1,last_evaluation^1xaverage_montly_hours^1,last_evaluation^1xtime_spend_company^1,number_project^1xaverage_montly_hours^1,number_project^1xtime_spend_company^1,average_montly_hours^1xtime_spend_company^1
1043,0.77,1.0,4,249,6,0,1,0,support,medium,satisfied,very high performance,high hr,0.77,3.08,191.73000000000002,4.62,4.0,249.0,6.0,996.0,24.0,1494.0
1044,0.63,0.94,3,179,2,0,1,0,support,medium,satisfied,very high performance,med hr,0.5922,1.8900000000000001,112.77,1.26,2.82,168.26,1.88,537.0,6.0,358.0
1045,0.4,0.57,2,128,3,0,1,0,support,medium,unsatisfied,low performance,low hr,0.22799999999999998,0.8,51.2,1.2000000000000002,1.14,72.96,1.71,256.0,6.0,384.0
1046,0.86,1.0,4,250,6,0,1,0,support,medium,very satisfied,very high performance,high hr,0.86,3.44,215.0,5.16,4.0,250.0,6.0,1000.0,24.0,1500.0
1047,0.37,0.49,2,151,3,0,1,0,technical,high,unsatisfied,low performance,low hr,0.1813,0.74,55.87,1.1099999999999999,0.98,73.99,1.47,302.0,6.0,453.0
1048,0.44,0.5,2,132,3,0,1,0,technical,low,unsatisfied,low performance,low hr,0.22,0.88,58.08,1.32,1.0,66.0,1.5,264.0,6.0,396.0
1049,0.74,0.89,5,232,6,0,1,0,technical,medium,satisfied,very high performance,high hr,0.6586,3.7,171.68,4.4399999999999995,4.45,206.48,5.34,1160.0,30.0,1392.0
1050,0.79,1.0,4,229,5,1,1,0,management,medium,very satisfied,very high performance,med hr,0.79,3.16,180.91,3.95,4.0,229.0,5.0,916.0,20.0,1145.0
1051,0.09,0.92,6,261,4,0,1,0,IT,medium,very unsatisfied,very high performance,high hr,0.0828,0.54,23.49,0.36,5.5200000000000005,240.12,3.68,1566.0,24.0,1044.0
1052,0.37,0.48,2,129,3,0,1,0,IT,medium,unsatisfied,low performance,low hr,0.17759999999999998,0.74,47.73,1.1099999999999999,0.96,61.919999999999995,1.44,258.0,6.0,387.0
1053,0.09,0.78,6,244,4,0,1,0,IT,low,very unsatisfied,high performance,high hr,0.0702,0.54,21.96,0.36,4.68,190.32,3.12,1464.0,24.0,976.0
1054,0.09,0.84,6,258,4,0,1,0,IT,low,very unsatisfied,high performance,high hr,0.0756,0.54,23.22,0.36,5.04,216.72,3.36,1548.0,24.0,1032.0
1055,0.1,0.8,7,292,5,0,1,0,IT,low,very unsatisfied,high performance,high hr,0.08000000000000002,0.7000000000000001,29.200000000000003,0.5,5.6000000000000005,233.60000000000002,4.0,2044.0,35.0,1460.0
1056,0.45,0.56,2,143,3,0,1,0,product_mng,low,unsatisfied,low performance,low hr,0.25200000000000006,0.9,64.35000000000001,1.35,1.12,80.08000000000001,1.6800000000000002,286.0,6.0,429.0
1057,0.4,0.51,2,136,3,0,1,0,product_mng,low,unsatisfied,low performance,low hr,0.20400000000000001,0.8,54.400000000000006,1.2000000000000002,1.02,69.36,1.53,272.0,6.0,408.0
1058,0.31,0.95,6,235,5,0,1,0,product_mng,low,unsatisfied,very high performance,high hr,0.2945,1.8599999999999999,72.85,1.55,5.699999999999999,223.25,4.75,1410.0,30.0,1175.0
1059,0.7,0.93,2,310,3,0,1,0,product_mng,low,satisfied,very high performance,high hr,0.651,1.4,217.0,2.0999999999999996,1.86,288.3,2.79,620.0,6.0,930.0
1060,0.36,0.48,2,152,3,0,1,0,IT,low,unsatisfied,low performance,low hr,0.17279999999999998,0.72,54.72,1.08,0.96,72.96,1.44,304.0,6.0,456.0
1061,0.34,0.97,6,157,5,1,1,0,RandD,low,unsatisfied,very high performance,low hr,0.32980000000000004,2.04,53.38,1.7000000000000002,5.82,152.29,4.85,942.0,30.0,785.0
1062,0.87,0.83,5,267,5,0,1,0,RandD,low,very satisfied,high performance,high hr,0.7221,4.35,232.29,4.35,4.1499999999999995,221.60999999999999,4.1499999999999995,1335.0,25.0,1335.0
1063,0.11,0.91,6,302,4,0,1,0,RandD,low,very unsatisfied,very high performance,high hr,0.10010000000000001,0.66,33.22,0.44,5.46,274.82,3.64,1812.0,24.0,1208.0
1064,0.47,0.81,4,133,3,0,1,0,RandD,low,unsatisfied,high performance,low hr,0.3807,1.88,62.51,1.41,3.24,107.73,2.43,532.0,12.0,399.0
1065,0.43,0.52,2,142,3,0,1,0,RandD,low,unsatisfied,low performance,low hr,0.2236,0.86,61.06,1.29,1.04,73.84,1.56,284.0,6.0,426.0
1066,0.43,0.47,2,129,3,0,1,0,marketing,low,unsatisfied,low performance,low hr,0.20209999999999997,0.86,55.47,1.29,0.94,60.629999999999995,1.41,258.0,6.0,387.0
1067,0.45,0.57,2,136,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.2565,0.9,61.2,1.35,1.14,77.52,1.71,272.0,6.0,408.0
1068,0.74,1.0,5,223,5,0,1,0,accounting,low,satisfied,very high performance,med hr,0.74,3.7,165.02,3.7,5.0,223.0,5.0,1115.0,25.0,1115.0
1069,0.1,0.89,6,244,4,1,1,0,support,low,very unsatisfied,very high performance,high hr,0.08900000000000001,0.6000000000000001,24.400000000000002,0.4,5.34,217.16,3.56,1464.0,24.0,976.0
1070,0.78,0.87,5,243,5,0,1,0,technical,low,satisfied,very high performance,high hr,0.6786,3.9000000000000004,189.54000000000002,3.9000000000000004,4.35,211.41,4.35,1215.0,25.0,1215.0
1071,0.9,0.95,5,275,3,0,1,0,management,low,very satisfied,very high performance,high hr,0.855,4.5,247.5,2.7,4.75,261.25,2.8499999999999996,1375.0,15.0,825.0
1072,0.53,0.95,6,205,4,0,1,0,marketing,low,unsatisfied,very high performance,med hr,0.5035,3.18,108.65,2.12,5.699999999999999,194.75,3.8,1230.0,24.0,820.0
1073,0.45,0.54,2,154,3,0,1,0,marketing,low,unsatisfied,low performance,low hr,0.24300000000000002,0.9,69.3,1.35,1.08,83.16000000000001,1.62,308.0,6.0,462.0
1074,0.86,0.83,4,270,5,0,1,0,marketing,medium,very satisfied,high performance,high hr,0.7138,3.44,232.2,4.3,3.32,224.1,4.1499999999999995,1080.0,20.0,1350.0
1075,0.74,0.89,4,267,5,0,1,0,sales,medium,satisfied,very high performance,high hr,0.6586,2.96,197.57999999999998,3.7,3.56,237.63,4.45,1068.0,20.0,1335.0
1076,0.09,0.79,6,276,4,0,1,0,sales,medium,very unsatisfied,high performance,high hr,0.0711,0.54,24.84,0.36,4.74,218.04000000000002,3.16,1656.0,24.0,1104.0
1077,0.8,0.95,5,244,5,0,1,0,sales,medium,very satisfied,very high performance,high hr,0.76,4.0,195.20000000000002,4.0,4.75,231.79999999999998,4.75,1220.0,25.0,1220.0
1078,0.46,0.53,2,128,3,0,1,0,sales,medium,unsatisfied,low performance,low hr,0.24380000000000002,0.92,58.88,1.3800000000000001,1.06,67.84,1.59,256.0,6.0,384.0
1079,0.86,0.95,5,269,6,0,1,0,sales,medium,very satisfied,very high performance,high hr,0.817,4.3,231.34,5.16,4.75,255.54999999999998,5.699999999999999,1345.0,30.0,1614.0
1080,0.86,0.95,4,238,5,0,1,0,sales,medium,very satisfied,very high performance,high hr,0.817,3.44,204.68,4.3,3.8,226.1,4.75,952.0,20.0,1190.0
1081,0.9,0.91,4,269,5,0,1,0,sales,medium,very satisfied,very high performance,high hr,0.8190000000000001,3.6,242.1,4.5,3.64,244.79000000000002,4.55,1076.0,20.0,1345.0
1082,0.87,0.88,5,231,6,0,1,0,sales,medium,very satisfied,very high performance,high hr,0.7656,4.35,200.97,5.22,4.4,203.28,5.28,1155.0,30.0,1386.0
1083,0.83,0.94,4,267,5,0,1,0,sales,medium,very satisfied,very high performance,high hr,0.7801999999999999,3.32,221.60999999999999,4.1499999999999995,3.76,250.98,4.699999999999999,1068.0,20.0,1335.0
1084,0.77,0.83,4,245,5,0,1,0,sales,medium,satisfied,high performance,high hr,0.6391,3.08,188.65,3.85,3.32,203.35,4.1499999999999995,980.0,20.0,1225.0
1085,0.77,1.0,4,272,5,0,1,0,sales,medium,satisfied,very high performance,high hr,0.77,3.08,209.44,3.85,4.0,272.0,5.0,1088.0,20.0,1360.0
1086,0.9,0.86,5,254,5,0,1,0,sales,high,very satisfied,very high performance,high hr,0.774,4.5,228.6,4.5,4.3,218.44,4.3,1270.0,25.0,1270.0
1087,0.73,0.92,4,273,5,0,1,0,sales,low,satisfied,very high performance,high hr,0.6716,2.92,199.29,3.65,3.68,251.16000000000003,4.6000000000000005,1092.0,20.0,1365.0
1088,0.91,0.9,4,250,5,0,1,0,sales,medium,very satisfied,very high performance,high hr,0.8190000000000001,3.64,227.5,4.55,3.6,225.0,4.5,1000.0,20.0,1250.0
1089,0.36,0.53,2,133,3,0,1,0,sales,medium,unsatisfied,low performance,low hr,0.1908,0.72,47.879999999999995,1.08,1.06,70.49000000000001,1.59,266.0,6.0,399.0
1090,0.38,0.54,2,150,3,0,1,0,sales,medium,unsatisfied,low performance,low hr,0.20520000000000002,0.76,57.0,1.1400000000000001,1.08,81.0,1.62,300.0,6.0,450.0
1091,0.44,0.46,2,157,3,0,1,0,sales,medium,unsatisfied,low performance,low hr,0.2024,0.88,69.08,1.32,0.92,72.22,1.3800000000000001,314.0,6.0,471.0
1092,0.73,1.0,5,230,5,0,1,0,sales,low,satisfied,very high performance,med hr,0.73,3.65,167.9,3.65,5.0,230.0,5.0,1150.0,25.0,1150.0
1093,0.89,0.91,5,260,5,0,1,0,sales,low,very satisfied,very high performance,high hr,0.8099000000000001,4.45,231.4,4.45,4.55,236.6,4.55,1300.0,25.0,1300.0
1094,0.11,0.77,6,275,4,0,1,0,accounting,low,very unsatisfied,high performance,high hr,0.0847,0.66,30.25,0.44,4.62,211.75,3.08,1650.0,24.0,1100.0
1095,0.1,0.77,7,308,4,0,1,0,accounting,low,very unsatisfied,high performance,high hr,0.07700000000000001,0.7000000000000001,30.8,0.4,5.390000000000001,237.16,3.08,2156.0,28.0,1232.0
1096,0.37,0.46,2,129,3,0,1,0,accounting,low,unsatisfied,low performance,low hr,0.17020000000000002,0.74,47.73,1.1099999999999999,0.92,59.34,1.3800000000000001,258.0,6.0,387.0
1097,0.38,0.48,2,134,3,0,1,0,hr,low,unsatisfied,low performance,low hr,0.1824,0.76,50.92,1.1400000000000001,0.96,64.32,1.44,268.0,6.0,402.0
1098,0.42,0.48,2,132,3,0,1,0,hr,low,unsatisfied,low performance,low hr,0.20159999999999997,0.84,55.44,1.26,0.96,63.36,1.44,264.0,6.0,396.0
1099,0.44,0.46,2,153,3,0,1,0,hr,low,unsatisfied,low performance,low hr,0.2024,0.88,67.32000000000001,1.32,0.92,70.38000000000001,1.3800000000000001,306.0,6.0,459.0
1100,0.11,0.83,6,262,4,0,1,0,hr,low,very unsatisfied,high performance,high hr,0.09129999999999999,0.66,28.82,0.44,4.9799999999999995,217.45999999999998,3.32,1572.0,24.0,1048.0
1101,0.09,0.97,7,262,4,0,1,0,technical,low,very unsatisfied,very high performance,high hr,0.08729999999999999,0.63,23.58,0.36,6.79,254.14,3.88,1834.0,28.0,1048.0
1102,0.43,0.47,2,130,3,0,1,0,technical,low,unsatisfied,low performance,low hr,0.20209999999999997,0.86,55.9,1.29,0.94,61.099999999999994,1.41,260.0,6.0,390.0
1103,0.38,0.52,2,156,3,0,1,0,technical,low,unsatisfied,low performance,low hr,0.1976,0.76,59.28,1.1400000000000001,1.04,81.12,1.56,312.0,6.0,468.0
1104,0.11,0.89,6,254,4,0,1,0,technical,low,very unsatisfied,very high performance,high hr,0.0979,0.66,27.94,0.44,5.34,226.06,3.56,1524.0,24.0,1016.0
1105,0.37,0.49,2,130,3,0,1,0,technical,low,unsatisfied,low performance,low hr,0.1813,0.74,48.1,1.1099999999999999,0.98,63.699999999999996,1.47,260.0,6.0,390.0
1106,0.44,0.57,2,139,3,0,1,0,technical,low,unsatisfied,low performance,low hr,0.25079999999999997,0.88,61.160000000000004,1.32,1.14,79.22999999999999,1.71,278.0,6.0,417.0
1107,0.72,0.82,5,269,5,0,1,0,technical,low,satisfied,high performance,high hr,0.5903999999999999,3.5999999999999996,193.68,3.5999999999999996,4.1,220.57999999999998,4.1,1345.0,25.0,1345.0
1108,0.1,0.91,7,297,4,0,1,0,technical,low,very unsatisfied,very high performance,high hr,0.09100000000000001,0.7000000000000001,29.700000000000003,0.4,6.37,270.27,3.64,2079.0,28.0,1188.0
1109,0.73,0.86,5,249,5,0,1,0,technical,low,satisfied,very high performance,high hr,0.6278,3.65,181.76999999999998,3.65,4.3,214.14,4.3,1245.0,25.0,1245.0
1110,0.09,0.82,7,267,4,0,1,0,technical,low,very unsatisfied,high performance,high hr,0.07379999999999999,0.63,24.029999999999998,0.36,5.739999999999999,218.94,3.28,1869.0,28.0,1068.0
1111,0.44,0.46,2,149,3,0,1,0,technical,low,unsatisfied,low performance,low hr,0.2024,0.88,65.56,1.32,0.92,68.54,1.3800000000000001,298.0,6.0,447.0
1112,0.09,0.82,6,251,4,0,1,0,support,low,very unsatisfied,high performance,high hr,0.07379999999999999,0.54,22.59,0.36,4.92,205.82,3.28,1506.0,24.0,1004.0
1113,0.1,0.87,6,306,4,0,1,0,support,medium,very unsatisfied,very high performance,high hr,0.08700000000000001,0.6000000000000001,30.6,0.4,5.22,266.21999999999997,3.48,1836.0,24.0,1224.0
1114,0.11,0.86,6,279,4,0,1,0,support,medium,very unsatisfied,very high performance,high hr,0.0946,0.66,30.69,0.44,5.16,239.94,3.44,1674.0,24.0,1116.0
1115,0.42,0.46,2,131,3,0,1,0,support,medium,unsatisfied,low performance,low hr,0.1932,0.84,55.019999999999996,1.26,0.92,60.260000000000005,1.3800000000000001,262.0,6.0,393.0
1116,0.09,0.85,6,260,4,0,1,0,support,medium,very unsatisfied,high performance,high hr,0.0765,0.54,23.4,0.36,5.1,221.0,3.4,1560.0,24.0,1040.0
1117,0.72,0.88,5,249,5,0,1,0,support,medium,satisfied,very high performance,high hr,0.6335999999999999,3.5999999999999996,179.28,3.5999999999999996,4.4,219.12,4.4,1245.0,25.0,1245.0
1118,0.75,0.97,4,245,5,0,1,0,support,medium,satisfied,very high performance,high hr,0.7275,3.0,183.75,3.75,3.88,237.65,4.85,980.0,20.0,1225.0
1119,0.44,0.5,2,138,3,0,1,0,support,medium,unsatisfied,low performance,low hr,0.22,0.88,60.72,1.32,1.0,69.0,1.5,276.0,6.0,414.0
1120,0.11,0.91,6,278,4,0,1,0,support,medium,very unsatisfied,very high performance,high hr,0.10010000000000001,0.66,30.580000000000002,0.44,5.46,252.98000000000002,3.64,1668.0,24.0,1112.0
1121,0.38,0.47,2,147,3,0,1,0,support,medium,unsatisfied,low performance,low hr,0.17859999999999998,0.76,55.86,1.1400000000000001,0.94,69.08999999999999,1.41,294.0,6.0,441.0
1122,0.39,0.57,2,131,3,0,1,0,support,medium,unsatisfied,low performance,low hr,0.2223,0.78,51.09,1.17,1.14,74.66999999999999,1.71,262.0,6.0,393.0
1123,0.1,0.9,7,301,4,0,1,0,technical,medium,very unsatisfied,very high performance,high hr,0.09000000000000001,0.7000000000000001,30.1,0.4,6.3,270.90000000000003,3.6,2107.0,28.0,1204.0
1124,0.43,0.52,2,141,3,0,1,0,technical,medium,unsatisfied,low performance,low hr,0.2236,0.86,60.63,1.29,1.04,73.32000000000001,1.56,282.0,6.0,423.0
1125,0.39,0.57,2,158,3,0,1,0,technical,high,unsatisfied,low performance,low hr,0.2223,0.78,61.620000000000005,1.17,1.14,90.05999999999999,1.71,316.0,6.0,474.0
1126,0.88,0.87,4,235,6,0,1,0,management,low,very satisfied,very high performance,high hr,0.7656,3.52,206.8,5.28,3.48,204.45,5.22,940.0,24.0,1410.0
1127,0.1,0.85,7,261,4,0,1,0,IT,medium,very unsatisfied,high performance,high hr,0.085,0.7000000000000001,26.1,0.4,5.95,221.85,3.4,1827.0,28.0,1044.0
1128,0.1,0.89,5,270,4,0,1,0,IT,medium,very unsatisfied,very high performance,high hr,0.08900000000000001,0.5,27.0,0.4,4.45,240.3,3.56,1350.0,20.0,1080.0
1129,0.11,0.93,6,290,4,0,1,0,IT,medium,very unsatisfied,very high performance,high hr,0.1023,0.66,31.9,0.44,5.58,269.7,3.72,1740.0,24.0,1160.0
1130,0.37,0.47,2,149,3,0,1,0,IT,medium,unsatisfied,low performance,low hr,0.1739,0.74,55.13,1.1099999999999999,0.94,70.03,1.41,298.0,6.0,447.0
1131,0.37,0.48,2,160,3,0,1,0,IT,low,unsatisfied,low performance,low hr,0.17759999999999998,0.74,59.2,1.1099999999999999,0.96,76.8,1.44,320.0,6.0,480.0
1132,0.77,0.87,4,150,4,0,1,0,product_mng,low,satisfied,very high performance,low hr,0.6699,3.08,115.5,3.08,3.48,130.5,3.48,600.0,16.0,600.0
1133,0.91,0.94,5,218,6,0,1,0,product_mng,low,very satisfied,very high performance,med hr,0.8553999999999999,4.55,198.38,5.46,4.699999999999999,204.92,5.64,1090.0,30.0,1308.0
1134,0.46,0.51,2,155,3,0,1,0,product_mng,low,unsatisfied,low performance,low hr,0.2346,0.92,71.3,1.3800000000000001,1.02,79.05,1.53,310.0,6.0,465.0
1135,0.11,0.87,6,291,4,0,1,0,product_mng,low,very unsatisfied,very high performance,high hr,0.0957,0.66,32.01,0.44,5.22,253.17,3.48,1746.0,24.0,1164.0
1136,0.86,0.91,5,265,5,0,1,0,IT,low,very satisfied,very high performance,high hr,0.7826,4.3,227.9,4.3,4.55,241.15,4.55,1325.0,25.0,1325.0
1137,0.87,0.88,5,262,6,0,1,0,sales,low,very satisfied,very high performance,high hr,0.7656,4.35,227.94,5.22,4.4,230.56,5.28,1310.0,30.0,1572.0
1138,0.09,0.92,6,303,5,0,1,0,sales,low,very unsatisfied,very high performance,high hr,0.0828,0.54,27.27,0.44999999999999996,5.5200000000000005,278.76,4.6000000000000005,1818.0,30.0,1515.0
1139,0.42,0.46,2,132,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.1932,0.84,55.44,1.26,0.92,60.720000000000006,1.3800000000000001,264.0,6.0,396.0
1140,0.82,0.83,4,245,5,1,1,0,sales,low,very satisfied,high performance,high hr,0.6805999999999999,3.28,200.89999999999998,4.1,3.32,203.35,4.1499999999999995,980.0,20.0,1225.0
1141,0.46,0.48,2,129,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.2208,0.92,59.34,1.3800000000000001,0.96,61.919999999999995,1.44,258.0,6.0,387.0
1142,0.88,1.0,5,226,6,0,1,0,marketing,low,very satisfied,very high performance,med hr,0.88,4.4,198.88,5.28,5.0,226.0,6.0,1130.0,30.0,1356.0
1143,0.1,0.91,6,286,4,0,1,0,marketing,low,very unsatisfied,very high performance,high hr,0.09100000000000001,0.6000000000000001,28.6,0.4,5.46,260.26,3.64,1716.0,24.0,1144.0
1144,0.43,0.45,2,140,3,0,1,0,sales,low,unsatisfied,low performance,low hr,0.1935,0.86,60.199999999999996,1.29,0.9,63.0,1.35,280.0,6.0,420.0
1145,0.37,0.49,2,153,3,0,1,0,accounting,low,unsatisfied,low performance,low hr,0.1813,0.74,56.61,1.1099999999999999,0.98,74.97,1.47,306.0,6.0,459.0
1146,0.8,0.95,5,217,5,0,1,0,support,low,very satisfied,very high performance,med hr,0.76,4.0,173.60000000000002,4.0,4.75,206.14999999999998,4.75,1085.0,25.0,1085.0
1147,0.83,0.95,5,258,5,0,1,0,technical,low,very satisfied,very high performance,high hr,0.7885,4.1499999999999995,214.14,4.1499999999999995,4.75,245.1,4.75,1290.0,25.0,1290.0
1148,0.39,0.57,2,156,3,0,1,0,management,low,unsatisfied,low performance,low hr,0.2223,0.78,60.84,1.17,1.14,88.91999999999999,1.71,312.0,6.0,468.0
1149,0.77,0.92,5,255,5,0,1,0,marketing,low,satisfied,very high performance,high hr,0.7084,3.85,196.35,3.85,4.6000000000000005,234.60000000000002,4.6000000000000005,1275.0,25.0,1275.0
1150,0.43,0.46,2,129,3,0,1,0,marketing,low,unsatisfied,low performance,low hr,0.1978,0.86,55.47,1.29,0.92,59.34,1.3800000000000001,258.0,6.0,387.0
1151,0.79,0.96,4,234,5,0,1,0,marketing,low,very satisfied,very high performance,high hr,0.7584,3.16,184.86,3.95,3.84,224.64,4.8,936.0,20.0,1170.0
1152,0.39,0.55,2,152,3,1,1,0,sales,medium,unsatisfied,low performance,low hr,0.21450000000000002,0.78,59.28,1.17,1.1,83.60000000000001,1.6500000000000001,304.0,6.0,456.0
1153,0.1,0.88,7,300,4,0,1,0,sales,medium,very unsatisfied,very high performance,high hr,0.08800000000000001,0.7000000000000001,30.0,0.4,6.16,264.0,3.52,2100.0,28.0,1200.0
1154,0.39,0.53,2,131,3,0,1,0,sales,medium,unsatisfied,low performance,low hr,0.20670000000000002,0.78,51.09,1.17,1.06,69.43,1.59,262.0,6.0,393.0
1155,0.11,0.89,6,301,4,0,1,0,sales,medium,very unsatisfied,very high performance,high hr,0.0979,0.66,33.11,0.44,5.34,267.89,3.56,1806.0,24.0,1204.0
1156,0.4,0.51,2,156,3,0,1,0,sales,medium,unsatisfied,low performance,low hr,0.20400000000000001,0.8,62.400000000000006,1.2000000000000002,1.02,79.56,1.53,312.0,6.0,468.0
1157,0.42,0.52,2,141,3,1,1,0,sales,medium,unsatisfied,low performance,low hr,0.2184,0.84,59.22,1.26,1.04,73.32000000000001,1.56,282.0,6.0,423.0
1158,0.57,0.85,4,219,2,1,1,0,sales,medium,satisfied,high performance,med hr,0.48449999999999993,2.28,124.82999999999998,1.14,3.4,186.15,1.7,876.0,8.0,438.0
1159,0.11,0.95,7,269,5,0,1,0,sales,medium,very unsatisfied,very high performance,high hr,0.1045,0.77,29.59,0.55,6.6499999999999995,255.54999999999998,4.75,1883.0,35.0,1345.0
1160,0.36,0.73,4,276,2,0,1,0,sales,medium,unsatisfied,high performance,high hr,0.2628,1.44,99.36,0.72,2.92,201.48,1.46,1104.0,8.0,552.0
1161,0.11,0.94,7,302,4,0,1,0,sales,medium,very unsatisfied,very high performance,high hr,0.10339999999999999,0.77,33.22,0.44,6.58,283.88,3.76,2114.0,28.0,1208.0
1162,0.35,0.8,6,281,2,0,1,0,sales,medium,unsatisfied,high performance,high hr,0.27999999999999997,2.0999999999999996,98.35,0.7,4.800000000000001,224.8,1.6,1686.0,12.0,562.0
1163,0.78,0.99,5,241,5,0,1,0,sales,medium,satisfied,very high performance,high hr,0.7722,3.9000000000000004,187.98000000000002,3.9000000000000004,4.95,238.59,4.95,1205.0,25.0,1205.0
1164,0.11,0.93,7,288,4,0,1,0,sales,high,very unsatisfied,very high performance,high hr,0.1023,0.77,31.68,0.44,6.510000000000001,267.84000000000003,3.72,2016.0,28.0,1152.0
1165,0.1,0.96,6,303,4,0,1,0,sales,low,very unsatisfied,very high performance,high hr,0.096,0.6000000000000001,30.3,0.4,5.76,290.88,3.84,1818.0,24.0,1212.0
1166,0.42,0.54,2,135,3,0,1,0,sales,medium,unsatisfied,low performance,low hr,0.2268,0.84,56.699999999999996,1.26,1.08,72.9,1.62,270.0,6.0,405.0
1167,0.43,0.5,2,127,3,1,1,0,sales,medium,unsatisfied,low performance,low hr,0.215,0.86,54.61,1.29,1.0,63.5,1.5,254.0,6.0,381.0
1168,0.79,0.84,5,245,5,0,1,0,sales,medium,very satisfied,high performance,high hr,0.6636,3.95,193.55,3.95,4.2,205.79999999999998,4.2,1225.0,25.0,1225.0
1169,0.45,0.45,2,145,3,0,1,0,sales,medium,unsatisfied,low performance,low hr,0.2025,0.9,65.25,1.35,0.9,65.25,1.35,290.0,6.0,435.0
1170,0.09,0.91,6,248,4,0,1,0,sales,low,very unsatisfied,very high performance,high hr,0.0819,0.54,22.32,0.36,5.46,225.68,3.64,1488.0,24.0,992.0
1171,0.11,0.91,6,302,4,0,1,0,accounting,low,very unsatisfied,very high performance,high hr,0.10010000000000001,0.66,33.22,0.44,5.46,274.82,3.64,1812.0,24.0,1208.0
1172,0.45,0.49,2,144,3,0,1,0,accounting,low,unsatisfied,low performance,low hr,0.2205,0.9,64.8,1.35,0.98,70.56,1.47,288.0,6.0,432.0
1173,0.11,0.91,6,272,4,0,1,0,accounting,low,very unsatisfied,very high performance,high hr,0.10010000000000001,0.66,29.92,0.44,5.46,247.52,3.64,1632.0,24.0,1088.0
1174,0.09,0.8,6,294,4,0,1,0,hr,low,very unsatisfied,high performance,high hr,0.072,0.54,26.459999999999997,0.36,4.800000000000001,235.20000000000002,3.2,1764.0,24.0,1176.0
1175,0.78,0.71,4,296,3,0,1,0,hr,low,satisfied,average performance,high hr,0.5538,3.12,230.88,2.34,2.84,210.16,2.13,1184.0,12.0,888.0
1176,0.38,0.5,2,151,3,1,1,0,hr,low,unsatisfied,low performance,low hr,0.19,0.76,57.38,1.1400000000000001,1.0,75.5,1.5,302.0,6.0,453.0
1177,0.82,0.82,4,249,5,0,1,0,hr,low,very satisfied,high performance,high hr,0.6723999999999999,3.28,204.17999999999998,4.1,3.28,204.17999999999998,4.1,996.0,20.0,1245.0
1178,0.85,0.89,4,221,5,0,1,0,technical,low,very satisfied,very high performance,med hr,0.7565,3.4,187.85,4.25,3.56,196.69,4.45,884.0,20.0,1105.0
1179,0.45,0.46,2,146,3,0,1,0,technical,low,unsatisfied,low performance,low hr,0.20700000000000002,0.9,65.7,1.35,0.92,67.16,1.3800000000000001,292.0,6.0,438.0
1180,0.77,0.89,5,243,5,0,1,0,technical,low,satisfied,very high performance,high hr,0.6853,3.85,187.11,3.85,4.45,216.27,4.45,1215.0,25.0,1215.0
